SN,GANTRY_HEIGHT,ADDRESS,CAR_PARK_NO,X_COORD,Y_COORD,CAR_PARK_TYPE
814,4.5,BLK 223/226/226A-226D ANG MO KIO STREET 22,A11,28541.14,38785.36,SURFACE CAR PARK
815,0,BLK 229/230 ANG MO KIO STREET 22,A12,28605.489,38954.8,SURFACE CAR PARK
816,4.5,BLK 232/233 ANG MO KIO STREET 22,A13,28388.51,38892.03,SURFACE CAR PARK
817,0,BLK 226E-226H ANG MO KIO STREET 22,A15,28790.02,38777.85,SURFACE CAR PARK
818,2.15,BLK 161A MEI LING STREET,MLM1,24684.8066,30491.8693,MULTI-STOREY CAR PARK
819,4.5,BLK 101/106 BEDOK NORTH AVENUE 4,B27,39654.1953,35145.7266,SURFACE CAR PARK
820,2.15,BLK 19A BEDOK SOUTH ROAD,B93,39224.3984,33631.2777,MULTI-STOREY CAR PARK
821,4.5,BLK 517 - 519 JELAPANG ROAD,BJAL,20505.161,41097.6794,SURFACE CAR PARK
822,4.5,BLK 456-461 JURONG WEST STREET 41,J39,15538.8643,36919.3594,SURFACE CAR PARK
823,0,BLK 101 JALAN DUSUN,AH1,29257.7203,34500.3599,SURFACE CAR PARK
824,2.15,BLK 271 PUNGGOL WALK,PL48,35463.4411,42762.8004,COVERED CAR PARK
825,2.15,BLK 212 COMPASSVALE DRIVE,SK79,35425.2143,40897.3587,COVERED CAR PARK
826,2.15,BLK 414 FERNVALE LINK,SK98,33204.2465,41285.8912,COVERED CAR PARK
827,4.3,BLK 630/632 BEDOK RESERVOIR ROAD,B54,37112.9655,35062.2564,SURFACE CAR PARK
828,0,BLK 3 CHANGI VILLAGE ROAD,CV2,45212.8158,41314.4339,SURFACE CAR PARK
829,0,BLK 454 FAJAR ROAD,BJ62,21108.8428,40690.9971,SURFACE CAR PARK
830,0,BLK 2/3/4 QUEEN'S ROAD,FR2S,25091.4622,33354.5073,SURFACE CAR PARK
831,4.5,BLK 306/306A WOODLANDS STREET 31,W29,21484.0352,45758.1875,SURFACE CAR PARK
832,0,BLK 14A FARRER PARK ROAD,KJML,30035.265,32724.2432,SURFACE CAR PARK
833,0,BLK 662A TO 663C TAMPINES STREET 64,N12L,39233.0119,39011.4015,SURFACE CAR PARK
834,2.15,BLK 655 PUNGGOL EAST,PL79,37787.0655,42329.5838,BASEMENT CAR PARK
835,2.15,BLK 653 PUNGGOL DRIVE,PL84,37695.6419,42190.0385,BASEMENT CAR PARK
836,0,BLK 150A MEI CHIN ROAD,Q49,24600.43,30852.65,SURFACE CAR PARK
837,2.15,BLK 463 BUKIT BATOK STREET 41,U70,17773.0352,37655.3275,MULTI-STOREY CAR PARK
838,0,BLK 41 TO 42 CIRCUIT ROAD,M35,33853.4512,34389.6627,SURFACE CAR PARK
839,0,BLK BETWEEN 404 & 426 CHOA CHU KANG AVENUE 1/4,CKT1,17457.2727,40253.9548,SURFACE CAR PARK
840,9.99,BLK 962-966 JURONG WEST STREET 91,J67,12357.588,35978.1413,SURFACE CAR PARK
841,2.15,BLK 442A FAJAR ROAD,BJ27,21059.217,40510.9727,MULTI-STOREY CAR PARK
842,2.15,BLK 170A LOMPANG ROAD,BJ28,20457.7599,40100.1252,MULTI-STOREY CAR PARK
843,2.15,BLK 639 TAMPINES STREET 62,NT10,40461.228,38578.6537,MULTI-STOREY CAR PARK
844,0,BLK 246-255 BANGKIT ROAD,BJ12,21452.9618,40246.9897,SURFACE CAR PARK
845,4.4,BLK 177 TO 179 TOA PAYOH TOWN CENTRE,TP17,29699.9143,35107.3661,SURFACE CAR PARK
846,4.5,BLK 444/450 TAMPINES STREET 42,T78,41120.082,37750.8945,SURFACE CAR PARK
847,2.15,BLK 113A JALAN BUKIT MERAH,JBM2,27105.3295,29188.4439,MULTI-STOREY CAR PARK
848,2.15,BLK 132 CANBERRA VIEW,SB45,27715.1491,47227.684,MULTI-STOREY CAR PARK
849,1.9,BLK 901 JURONG WEST STREET 91,J62M,11666.8136,35782.3574,MULTI-STOREY CAR PARK
850,0,BLK 542A/542 SERANGOON NORTH AVENUE 4,S39L,32277.158,39545.2552,SURFACE CAR PARK
851,4.5,BLK 61/66 COMMONWEALTH DRIVE,Q55,23894.27,31228,SURFACE CAR PARK
852,9.99,BLK 208-210 HOUGANG STREET 21,HG15,33942.0874,37892.5664,SURFACE CAR PARK
853,2.1,BLK 685 WOODLANDS DRIVE 73,W99,24907.591,46937.7135,MULTI-STOREY CAR PARK
854,0,BLK 137 YISHUN RING ROAD,Y4T,27653.9599,46018.2543,SURFACE CAR PARK
855,2.15,BLK 2 GEYLANG SERAI,GSML,35252.7807,33256.2338,SURFACE CAR PARK
856,2.15,BLK 925A HOUGANG STREET 91,HG78,33558.5205,39862.4297,MULTI-STOREY CAR PARK
857,2,BLK 669A CHOA CHU KANG CRESCENT,CK57,18541.2289,42678.1909,MULTI-STOREY CAR PARK
858,0,BLK 22 HAVELOCK ROAD,H4,27560.7129,30056.3984,SURFACE CAR PARK
859,2.15,BLK 78A INDUS ROAD,H6M,27399.5432,30402.6587,MULTI-STOREY CAR PARK
860,4.5,BLK 85/A/B/C LORONG 4 TOA PAYOH,TP2,29660.7631,35373.4764,SURFACE CAR PARK
861,0,BLK 338/340 ANG MO KIO STREET 32,A24,29789.41,38533.02,SURFACE CAR PARK
862,0,BLK 25/26 TECK WHYE LANE,TW1,19301.8301,39963.4141,SURFACE CAR PARK
863,4.5,BLK 15-20 TECK WHYE LANE,TW2,19225.6875,40080.8281,SURFACE CAR PARK
864,0,BLK 257 BANGKIT ROAD,BJ14,21346.1751,40106.9685,SURFACE CAR PARK
865,1.8,BLK 665 BUFFALO ROAD BASEMENT CAR PARK,BRB1,29921.7021,32043.75,BASEMENT CAR PARK
866,4.5,BLK 58/59 LENGKOK BAHRU,BM9,25889.8506,30167.4343,SURFACE CAR PARK
867,2.15,BLK 646 SENJA CLOSE,BJ70,20260.173,41274.7776,MULTI-STOREY CAR PARK
868,2.15,BLK 616 PUNGGOL DRIVE,PL42,36722.4823,42665.6779,MULTI-STOREY CAR PARK
869,2.15,BLK 164 YUNG KUANG ROAD,TJ40,15555.5191,34733.8176,MULTI-STOREY CAR PARK
870,2,BLK 359A TAMPINES STREET 34,TM24,42258.7221,37501.1231,MULTI-STOREY CAR PARK
871,2.15,BLK 515 TAMPINES CENTRAL 7,TM36,39769.2878,37693.9606,MULTI-STOREY CAR PARK
872,2.15,BLK 518 TAMPINES CENTRAL 7,TM37,39717.4254,37584.9156,MULTI-STOREY CAR PARK
873,2.15,BLK 921A TAMPINES STREET 91,TM41,40030.3277,36628.8151,MULTI-STOREY CAR PARK
874,2.15,BLK 869C TAMPINES AVENUE 8,TM45,39093.7405,37493.1753,MULTI-STOREY CAR PARK
875,2.15,BLK 522 TAMPINES CENTRAL 7,TM46,39699.2218,37846.9485,MULTI-STOREY CAR PARK
876,4.5,BLK 9 NORTH BRIDGE ROAD,CR3,31450.707,31933.4004,SURFACE CAR PARK
877,0,BLK 201/210 SERANGOON CENTRAL,SE19,32493.0156,37426.3627,SURFACE CAR PARK
878,2.15,BLK 624A JURONG WEST STREET 61,JM12,12989.0554,35920.273,MULTI-STOREY CAR PARK
879,4.5,BLK 558/560 ANG MO KIO STREET 54,A65,30904.46,39226.97,SURFACE CAR PARK
880,2.15,BLK 601A JURONG WEST STREET 62,JM13,13134.6714,35737.8133,MULTI-STOREY CAR PARK
881,2.15,BLK 269 COMPASSVALE LINK,SK64,34946.9569,40704.5286,MULTI-STOREY CAR PARK
882,2.15,BLK 909A HOUGANG STREET 91,HG73,33590.2913,40031.4783,MULTI-STOREY CAR PARK
883,2,BLK 410A SERANGOON CENTRAL,SE28,32485.4629,36702.1845,MULTI-STOREY CAR PARK
884,1.9,BLK 152A BISHAN STREET 11,BE15,30394.9029,36366.7901,MULTI-STOREY CAR PARK
885,0,BLK 77/79 GANGES AVENUE,H6,27517.5526,30418.6159,SURFACE CAR PARK
886,2.15,BLK 208 COMPASSVALE LANE,SK63,35195.6938,40666.4558,MULTI-STOREY CAR PARK
887,2.15,BLK 260 SENGKANG EAST WAY,SK30,34957.9524,41736.067,MULTI-STOREY CAR PARK
888,2.15,BLK 117A JALAN MEMBINA,JMB1,27298.7467,29375.368,MULTI-STOREY CAR PARK
889,2.15,BLK 78A TELOK BLANGAH STREET 32,TBM3,25290.5101,28428.7979,MULTI-STOREY CAR PARK
890,4.5,BLK 337 TAH CHING ROAD,JS4L,15568.9516,35541.8105,SURFACE CAR PARK
891,5.4,BLK 101/107 JURONG EAST STREET 13,J1,17402.9823,35401.3306,SURFACE CAR PARK
892,4.5,BLK 246/249 JURONG EAST STREET 24,J10,17625.0718,36019.1003,SURFACE CAR PARK
893,0,BLK 250/251 JURONG EAST STREET 24,J11,17607.7146,36118.9485,SURFACE CAR PARK
894,2,BLK 823A WOODLANDS STREET 82,W52,23122.1725,47008.073,MULTI-STOREY CAR PARK
895,2.15,BLK 434 FERNVALE ROAD,SK80,32808.4169,41758.3716,MULTI-STOREY CAR PARK
896,1.9,BLK 700A PASIR RIS DRIVE 10,PM35,39721.1068,40304.2524,MULTI-STOREY CAR PARK
897,2.15,BLK 309A CLEMENTI AVENUE 4,C13M,20528.1198,33646.8063,MULTI-STOREY CAR PARK
898,2.15,BLK 897D WOODLANDS DRIVE 50,W59,23693.3134,46446.5191,MULTI-STOREY CAR PARK
899,2.15,BLK 499 TAMPINES AVENUE 9,TM44,41688.2888,37919.2972,MULTI-STOREY CAR PARK
900,2.15,BLK 603 PUNGGOL ROAD,PL34,36309.071,42857.6068,MULTI-STOREY CAR PARK
901,2.15,BLK 602 PUNGGOL CENTRAL,PL35,36232.401,42775.4525,MULTI-STOREY CAR PARK
902,2.15,BLK 614 EDGEFIELD PLAINS,PL37,36495.4409,42788.2417,MULTI-STOREY CAR PARK
903,2.15,BLK 115A HO CHING ROAD,TJ34,15894.1114,35134.964,MULTI-STOREY CAR PARK
904,1.9,BLK 119 BUKIT MERAH CENTRAL,BM31,26136.5799,29432.235,MULTI-STOREY CAR PARK
905,3.8,BLK 1/1A TELOK PAKU ROAD,CV1,45233.8667,41140.4649,MECHANISED AND SURFACE CAR PARK
906,2,BLK 734A JURONG WEST STREET 73,J80M,13270.9893,36409.7045,MULTI-STOREY CAR PARK
907,2.15,BLK 659A/660A/661A CHOA CHU KANG CRESCENT,CK52,18754.0711,42503.4389,MULTI-STOREY CAR PARK
908,0,BLK 90A & 90B JALAN SATU,KM6L,34068.6084,32547.8395,SURFACE CAR PARK
909,2,BLK 881A WOODLANDS STREET 82,W53,23338.8254,47350.3849,MULTI-STOREY CAR PARK
910,4.5,BLK 10 TO 14 HAIG ROAD,HR4,34975.9951,32997.6117,SURFACE CAR PARK
911,9.99,BLK 471/476 ANG MO KIO STREET 44,A40,30633.47,38267.95,SURFACE CAR PARK
912,0,BLK 466/470 ANG MO KIO STREET 44,A41,30627.96,38553.32,SURFACE CAR PARK
913,0,BLK 795-799 YISHUN RING ROAD,Y24,27991.5046,44547.518,SURFACE CAR PARK
914,4.5,BLK 602-605 YISHUN STREET 61,Y33,28302.5588,44890.0599,SURFACE CAR PARK
915,0,BLK 606-631 YISHUN STREET 61/RING ROAD,Y34,28351.4432,44631.5283,SURFACE CAR PARK
916,0,BLK 258 BUKIT PANJANG RING ROAD,BJ23,21281.85,39957.43,SURFACE CAR PARK
917,2,BLK 475 TAMPINES STREET 44,TAM2,41336.4164,38040.1724,MULTI-STOREY CAR PARK
918,2.15,BLK 23A TELOK BLANGAH CRESCENT,TBC2,26594.4985,28690.7096,MULTI-STOREY CAR PARK
919,0,BLK 248/250 CHOA CHU KANG AVENUE 2,CK30,18213.6543,40111.7031,SURFACE CAR PARK
920,2.15,BLK 404A ADMIRALTY LINK,SB13,26120.0717,48440.4225,MULTI-STOREY CAR PARK
921,4.5,BLK 10 SELEGIE ROAD CAR PARK,SR1,29950.6152,31769.9941,SURFACE CAR PARK
922,1.9,BLK 364 YUNG AN ROAD,TJ28,15439.9056,35477.7143,MULTI-STOREY CAR PARK
923,2,BLK 498K TAMPINES STREET 45,TM28,41750.9046,38321.0985,MULTI-STOREY CAR PARK
924,0,BLK 2A EUNOS MRT SIMS AVENUE,EC8,35778.02,33499.0305,SURFACE CAR PARK
925,2,BLK 561A PASIR RIS STREET 51,PM24,41131.632,38802.2291,MULTI-STOREY CAR PARK
926,2.15,BLK 196 BOON LAY DRIVE,BL22,14693.2928,36077.4814,MULTI-STOREY CAR PARK
927,9.99,BLK 423/440 JURONG WEST AVENUE 1/STREET 42,J52,15914.5094,37063.4502,SURFACE CAR PARK
928,4.5,BLK 101-113 WOODLANDS STREET 13,W17,22249.7662,46486.5748,SURFACE CAR PARK
929,2,BLK 28A BEO CRESCENT,H17,27392.1841,30064.5769,MULTI-STOREY CAR PARK
930,4.5,BLK 543/547 BEDOK NORTH STREET 3,B48,38027.5007,34700.9495,SURFACE CAR PARK
931,2.15,BLK 22A SIN MING ROAD,SM8,28636,37711.8984,MULTI-STOREY CAR PARK
932,4.5,BLK 128-137 LORONG AH SOO,HG20,33910.4258,36933.0703,SURFACE CAR PARK
933,2,BLK 821A JURONG WEST STREET 81,J79M,12599.8443,36515.2018,MULTI-STOREY CAR PARK
934,2.15,BLK 82 CIRCUIT ROAD,MM6,34318.7769,34060.4025,MULTI-STOREY CAR PARK
935,2.15,BLK 278 COMPASSVALE BOW,S106,34316.7374,40374.0494,MULTI-STOREY CAR PARK
936,0,BLK 430-437 CHOA CHU KANG AVENUE 4,CK23,17782.5234,40677.3633,SURFACE CAR PARK
937,0,BLK 350-351 CHOA CHU KANG CENTRAL,CK24,17983.1711,40586.8844,SURFACE CAR PARK
938,0,BLK 270-277 BANGKIT ROAD,BJ13,21485.25,39887.66,SURFACE CAR PARK
939,4.5,BLK 548/552/556 ANG MO KIO STREET 54,A50,30703.29,39392.09,SURFACE CAR PARK
940,2.15,BLK 523A WOODLANDS DRIVE 14,W523,23613.71,46071.6238,MULTI-STOREY CAR PARK
941,2,BLK 108A PASIR RIS STREET 12,PM19,41766.7964,38887.5806,MULTI-STOREY CAR PARK
942,2.15,BLK 417 FERNVALE LINK,S109,33183.7608,41498.5269,MULTI-STOREY CAR PARK
943,1.9,BLK 231A BISHAN STREET 23,BE30,29460.8559,37726.9889,MULTI-STOREY CAR PARK
944,1.9,BLK 212A BISHAN STREET 23,BE27,29704.1126,37637.6725,MULTI-STOREY CAR PARK
945,2.15,BLK 219 BEDOK CENTRAL,B96,39088.1581,34133.7804,MULTI-STOREY CAR PARK
946,2.15,BLK 453A FAJAR ROAD,BJ25,21145.4428,40760.7142,MULTI-STOREY CAR PARK
947,0,BLK 28 JALAN BUKIT MERAH,BM1,25357.1463,29858.3486,SURFACE CAR PARK
948,2.15,BLK 661 EDGEDALE PLAINS,PL69,37380.9995,42710.8525,MULTI-STOREY CAR PARK
949,2.15,BLK 325 SUMANG WALK,PL75,35281.7517,43917.728,MULTI-STOREY CAR PARK
950,2.15,BLK 326 SUMANG WALK SUMANG WALK,PL76,35345.9447,43901.2419,MULTI-STOREY CAR PARK
951,0,BLK 4/5/6 JALAN MINYAK CAR PARK,JMS,28610.6237,30051.6694,SURFACE CAR PARK
952,1.9,BLK 13 NORTH BRIDGE ROAD MSCP,NBRM,31304.4327,31815.6323,MULTI-STOREY CAR PARK
953,2,BLK 429A CHOA CHU KANG AVENUE 4,CKM1,17706.6149,40616.7716,MULTI-STOREY CAR PARK
954,2.15,BLK 668A CHOA CHU KANG CRESCENT,CK53,18748.505,42602.4434,MULTI-STOREY CAR PARK
955,2.15,BLK 638-643 CHOA CHU KANG STREET 64,CK54,18629.4583,42224.5521,BASEMENT CAR PARK
956,5.4,BLK 101/129 GANGSA ROAD/PENDING ROAD,BJ3,20884.1354,39921.5746,SURFACE CAR PARK
957,4.5,BLK 468-473 JURONG WEST STREET 41,J41,15615.0684,36712.7969,SURFACE CAR PARK
958,4.5,BLK 727/728 ANG MO KIO AVENUE 6,A54,29401.8671,39382.3378,SURFACE CAR PARK
959,4.3,BLK 238/242 YISHUN RING ROAD,Y16,28681.0314,46086.2424,SURFACE CAR PARK
960,4.5,BLK 112/120 YISHUN RING ROAD,Y3,27506.7793,46268.6172,SURFACE CAR PARK
961,2.15,BLK 517B JURONG WEST STREET 52,JM1,15461.2578,36356.8719,MULTI-STOREY CAR PARK
962,0,BLK 118/119 BUKIT MERAH VIEW,HE9,26650.6074,29571.3613,SURFACE CAR PARK
963,1.9,BLK 54 CHIN SWEE ROAD MSCP,CSM,28873.2635,29983.8819,MULTI-STOREY CAR PARK
964,2.15,BLK 8C BOON KENG ROAD,CVBK,31083.7452,33199.2328,MULTI-STOREY CAR PARK
965,4.5,BLK 331-341 UBI AVENUE 1,KU3,35693.8016,34294.5677,SURFACE CAR PARK
966,2.15,BLK 44A HAVELOCK ROAD,H18,27294.4381,30155.4567,MULTI-STOREY CAR PARK
967,2.15,BLK 331A KANG CHING ROAD,TJ31,15708.2643,35640.7797,MULTI-STOREY CAR PARK
968,2.15,BLK 168 PUNGGOL FIELD,PDL1,36861.9823,41783.2542,BASEMENT CAR PARK
969,1.9,BLK 258 PASIR RIS ST 21,PDR2,42604.5156,38773.6442,SURFACE/MULTI-STOREY CAR PARK
970,2.15,BLK 128A LORONG 1 TOA PAYOH,TPMG,29196.869,35602.2984,MULTI-STOREY CAR PARK
971,2.15,BLK 201 WOODLEIGH LINK,BA6,32325.472,35823.9717,MULTI-STOREY CAR PARK
972,1.9,BLK 496A TAMPINES STREET 43,TM3,41048.1591,38147.3551,MULTI-STOREY CAR PARK
973,2.15,BLK 13A MARSILING LANE,W5M,21927.7465,47034.7509,MULTI-STOREY CAR PARK
974,0,"BLK 77, 72, 71 & 58 SENG POH ROAD",TE27,27803.2031,29566.7725,SURFACE CAR PARK
975,4.5,BLK 151/154 YUNG HO ROAD,TJ27,15507.4392,34380.5493,SURFACE CAR PARK
976,0,BLK 320-332 YISHUN CENTRAL/RING ROAD,Y43,28865.8374,45625.9622,SURFACE CAR PARK
977,5.4,BLK 801/802 FRENCH ROAD,MR7,31013.0397,32209.1946,SURFACE CAR PARK
978,2.15,BLK 128 PUNGGOL FIELD WALK,P9,36816.0197,41648.1136,MULTI-STOREY CAR PARK
979,0,BLK 54/55/56/58/59 MARINE TERRACE,MP7,37055.7578,31990.209,SURFACE CAR PARK
980,4.5,"BLK 127/135, 141/151 BEDOK RESERVOIR ROAD",KE3,36751.9219,35122.572,SURFACE CAR PARK
981,0,BLK 804 HOUGANG AVENUE 10,HG97,34837.3954,39248.3805,SURFACE CAR PARK
982,4.5,BLK 1-3 HAIG ROAD,HR1,35147.8437,32640.4844,SURFACE CAR PARK
983,2.15,BLK 205D COMPASSVALE LANE,SK3,35134.3189,40887.3355,MULTI-STOREY CAR PARK
984,2,BLK 155A YUNG LOH ROAD,TJ29,15645.0192,34485.0749,MULTI-STOREY CAR PARK
985,4.5,BLK 412/413 BEDOK NORTH AVENUE 2,B14,38920.4797,34597.393,SURFACE CAR PARK
986,2.15,BLK 202A TAMPINES STREET 21,TM43,41234.0246,37276.5181,MULTI-STOREY CAR PARK
987,2,BLK 354A WOODLANDS AVENUE 1,W62,22628.7386,46063.1814,MULTI-STOREY CAR PARK
988,2.15,BLK 622A WOODLANDS DRIVE 52,W85,24192.1416,46200.7694,MULTI-STOREY CAR PARK
989,9.99,BLK 43 HOLLAND DRIVE,Q81,23531.2041,32206.3235,SURFACE CAR PARK
990,0,BLK 128A & 128B PLANTATION CRESCENT,THPP,16958.1054,37771.9019,SURFACE CAR PARK
991,0,"BLK 123A -123C,125A-125B,126A -126C TENGAH DRIVE",TH3L,16893.5531,37771.3118,SURFACE CAR PARK
992,2.1,BLK 334 KRETA AYER BASEMENT CAR PARK,KAB,29009.336,29350.1611,BASEMENT CAR PARK
993,4.5,BLK 51 OLD AIRPORT ROAD,K7,33864.8318,32356.4852,SURFACE CAR PARK
994,4.5,BLK 330/335 SERANGOON AVENUE 3,SE18,32133.8758,36923.5252,SURFACE CAR PARK
995,2.15,BLK 460 BUKIT BATOK WEST AVENUE 9,U68,17587.8746,37337.6914,MULTI-STOREY CAR PARK
996,0,BLK 44/47 LENGKOK BAHRU,BM13,25648.7676,29924.1943,SURFACE CAR PARK
997,0,BLK 20/22/23 DOVER CRESCENT,AR9,22448.9368,32178.436,SURFACE CAR PARK
998,4.5,BLK 212/213 ANG MO KIO STREET 23,A7,28888.4313,38935.4059,SURFACE CAR PARK
999,2.15,BLK 39 BENDEMEER ROAD,BRM,31656.358,33667.0566,MULTI-STOREY CAR PARK
1000,0,BLK 136/140 BEDOK RESERVOIR ROAD,KE4,36895.1004,35095.7928,SURFACE CAR PARK
1001,4.5,"BLKS 504A, 504B, 504C, 504D YISHUN STREET 51",Y68L,29142.5387,44394.3419,SURFACE CAR PARK
1002,2.15,BLK 504 YISHUN STREET 51,Y68M,29255.0052,44464.5975,MULTI-STOREY CAR PARK
1003,4.5,"BLKS 513A, 513B, 513C YISHUN STREET 51",Y69L,29107.1794,44173.7841,SURFACE CAR PARK
1004,0,BLK 122/126 BEDOK RESERVOIR ROAD,KE2,36579.9508,34967.3109,SURFACE CAR PARK
1005,1.9,BLK 2A MARSILING DRIVE,W8M,21660.0118,46873.6677,MULTI-STOREY CAR PARK
1006,2.15,BLK 204 PUNGGOL FIELD,PL27,35762.7151,42260.5799,MULTI-STOREY CAR PARK
1007,1.8,BLK 48A TELOK BLANGAH DRIVE,TBM,25479.2441,28253.7507,MULTI-STOREY CAR PARK
1008,2.15,BLK 426 YISHUN AVENUE 11,Y53M,29413.0818,44965.2268,MULTI-STOREY CAR PARK
1009,0,BLK 503/504 BISHAN STREET 11,BE19,29656.3321,36775.0947,SURFACE CAR PARK
1010,1.9,BLK 88A REDHILL CLOSE,RHM,26359.4531,29876.1692,MULTI-STOREY CAR PARK
1011,2.2,BLK 105 HENDERSON ROAD,HE22,26834.7218,30269.4645,SURFACE CAR PARK
1012,0,BLK 340 ANG MO KIO STREET 32,A85,29824.1,38572.16,SURFACE CAR PARK
1013,2.1,BLK 667 JURONG WEST STREET 65,JM8,13330.2931,35944.9436,MULTI-STOREY CAR PARK
1014,2.15,BLK 650 JURONG WEST STREET 61,JM9,12808.9157,35648.0735,MULTI-STOREY CAR PARK
1015,4.5,BLK 499 JURONG WEST STREET 41,JSA1,15969.0318,36726.9783,SURFACE CAR PARK
1016,4.5,BLK 686 JURONG WEST CENTRAL 1,JSR2,13711.4533,36158.9284,SURFACE CAR PARK
1017,4.5,BLK 692A JURONG WEST CENTRAL 3,JS1L,13822.1572,35914.7433,SURFACE CAR PARK
1018,1.9,BLK 126A BUKIT MERAH VIEW,BMVM,26866.0055,29672.9702,MULTI-STOREY CAR PARK
1019,2,BLK 142A PASIR RIS STREET 11,PM17,42071.2657,38321.6853,MULTI-STOREY CAR PARK
1020,0,BLK 121A AND 121B CANBERRA STREET,S36L,28033.599,47720.0557,SURFACE CAR PARK
1021,2.15,BLK 60A LORONG 4 TOA PAYOH,TPMA,29982.6197,35409.3079,MULTI-STOREY CAR PARK
1022,4.5,BLK 519 SERANGOON NORTH AVENUE 4,SE37,32626.2779,39288.7385,SURFACE CAR PARK
1023,2.15,BLK 168 SIMEI LANE,SIM6,41980.7224,36124.2827,MULTI-STOREY CAR PARK
1024,2.15,BLK 130 LORONG 1 TOA PAYOH,TPMQ,29061.1557,35461.8044,MULTI-STOREY CAR PARK
1025,2,BLK 330A TAMPINES STREET 32,TM9,41997.2837,37271.9383,MULTI-STOREY CAR PARK
1026,1.8,BLK 494A TAMPINES STREET 43,TM4,41225.8231,38349.9868,MULTI-STOREY CAR PARK
1027,0,BLK 665 BUFFALO ROAD LOADING/UNLOADING BAYS,BRBL,29935.2249,32102.3708,SURFACE CAR PARK
1028,1.9,BLK 347A ANG MO KIO AVENUE 3,A23,29735.5099,38818.5301,MULTI-STOREY CAR PARK
1029,0,BLK 256/257/260 BANGKIT ROAD,BJ22,21343.2842,40030.3147,SURFACE CAR PARK
1030,0,BLK 269/269A/269B CHENG YAN COURT CAR PARK,CY,30264.3593,31442.1456,SURFACE CAR PARK
1031,2,BLK 29C CHAI CHEE AVENUE,B71,38125.3637,34059.3926,MULTI-STOREY CAR PARK
1032,5.4,BLK 20 JALAN TENTERAM,BR14,30967.5336,34242.9719,SURFACE CAR PARK
1033,2,BLK 135A PASIR RIS STREET 11,PM18,41750.9103,38533.7141,MULTI-STOREY CAR PARK
1034,4.5,BLKS 501-511 BUKIT BATOK STREET 52,U34,19139.7066,37093.5044,SURFACE CAR PARK
1035,2.15,BLK 171 EDGEDALE PLAINS,PL15,36821.298,41862.4746,MULTI-STOREY CAR PARK
1036,2.15,BLK 638 PUNGGOL DRIVE,PL20,37111.8432,42381.4517,MULTI-STOREY CAR PARK
1037,2.15,BLK 166 PUNGGOL CENTRAL,PL21,37141.8926,41874.4571,MULTI-STOREY CAR PARK
1038,0,BLK 721/722 ANG MO KIO AVENUE 8,A58,29603.16,39372.68,SURFACE CAR PARK
1039,2.15,BLK 150 SERANGOON NORTH AVENUE 2,SE5L,32677.0953,39047.1465,BASEMENT CAR PARK
1040,2.15,BLK 419A NORTHSHORE DRIVE,PL83,35655.8827,44477.4339,BASEMENT CAR PARK
1041,9.99,BLK 121/143 YISHUN STREET 11/RING ROAD,Y4,27798.7178,46273.0601,SURFACE CAR PARK
1042,2.15,BLK 783 WOODLANDS RISE,W783,24750.7857,47717.9903,MULTI-STOREY CAR PARK
1043,2.15,BLK 785 WOODLANDS RISE,W785,24848.101,47634.821,MULTI-STOREY CAR PARK
1044,2,BLK 718A PASIR RIS STREET 72,PM37,39429.3197,40431.9844,MULTI-STOREY CAR PARK
1045,9.99,BLK 846 YISHUN RING ROAD,Y29,28135.416,44332.6484,SURFACE CAR PARK
1046,4.5,BLK 202/203 ANG MO KIO STREET 22,A9,29232.3606,38900.2315,SURFACE CAR PARK
1047,0,BLK 81/82 MARINE PARADE ROAD,MP14,36194.5872,31654.4656,SURFACE CAR PARK
1048,4.5,BLK 85 TO 94/92A PIPIT ROAD,M1,33911.4824,33924.4674,SURFACE CAR PARK
1049,2,BLK 651A JALAN TENAGA,B73,36196.3322,34965.864,MULTI-STOREY CAR PARK
1050,0,BLK 310/323 BUKIT BATOK STREET 32/33,U22,18339.7245,38092.0958,SURFACE CAR PARK
1051,4.5,BLK 211/218 BEDOK NORTH STREET 1,B7,38973.5423,34152.0151,SURFACE CAR PARK
1052,1.9,BLK 533A HONG LIM MSCP,HLM,29354.6692,29687.508,MULTI-STOREY CAR PARK
1053,0,BLK 9-10 EUNOS CRESCENT,EC5,35717.5859,33809.3711,SURFACE CAR PARK
1054,2.15,BLK 11A BOON TIONG ROAD,BTM3,27485.7966,29859.2793,MULTI-STOREY CAR PARK
1055,5.4,BLK 138-145 LORONG AH SOO,HG19,33618.2651,37216.3433,SURFACE CAR PARK
1056,0,"BLK 143, 144 & 146 TECK WHYE LANE",CK6,19073.3023,40300.0728,SURFACE CAR PARK
1057,4.5,BLKS 4-8 TAMAN HO SWEE,H8,27733.2963,30015.8248,SURFACE CAR PARK
1058,0,NORTH BUONA VISTA ROAD,Q85,23406.71,32283.49,SURFACE CAR PARK
1059,1.8,BLK 148A MEI LING STREET,Q86,24722.8381,30771.7904,MULTI-STOREY CAR PARK
1060,2,BLK 19A QUEEN'S CLOSE,Q88,24354.2159,30597.8694,MULTI-STOREY CAR PARK
1061,2,BLK 7B COMMONWEALTH AVENUE,Q89,23741.0378,32063.6114,MULTI-STOREY CAR PARK
1062,2,BLK 844A JURONG WEST STREET 81,J82M,12322.8738,36443.2248,MULTI-STOREY CAR PARK
